brand,model,model_year,mileage,fuel_type,engine,transmission,ext_col,int_col,accident,price
BMW,M4 Base,2020,31350,Gasoline,3.0L,,Gray,Orange,No,62450.0
Audi,Q8 55 Premium Plus,2021,30000,Hybrid,3.0L,,Black,Black,No,62000.0
Land,Rover Range Rover HSE,2012,66500,Gasoline,5.0L,,Silver,Black,No,19950.0
Nissan,Frontier SV,2012,96600,Gasoline,4.0L,,Beige,Black,Yes,17000.0
Toyota,Highlander LE Plus,2015,198000,Gasoline,3.5L,,White,Gray,No,14000.0
Audi,S4 3.0T Premium Plus,2013,91877,Gasoline,3.0L,,Black,Red,Yes,24000.0
Ford,Expedition Max Limited,2018,45578,Gasoline,3.5L,,White,–,No,45023.0
BMW,228 i,2015,54000,Gasoline,2.0L,,Black,Red,Yes,19996.0
Land,Rover Range Rover Sport HST MHEV,2020,52000,Hybrid,3.0L,,Gray,Black,No,55000.0
Mercedes-Benz,E-Class AMG E 53,2020,23044,Hybrid,,Automatic,Emerald Green Metallic,Black/Saddle Brown,No,72598.0
Porsche,911 Carrera,2008,132500,Gasoline,3.6L,,Black,Black,No,35000.0
Dodge,Dakota SLT Quad Cab,2006,256000,Gasoline,4.7L,,Black,Gray,No,4000.0
Mercedes-Benz,SL-Class SL63 AMG Roadster,2009,31370,Gasoline,6.3L,,White,Brown,No,65700.0
Chrysler,Sebring LX,2008,67303,Gasoline,2.4L,,Blue,Blue,No,4900.0
Chevrolet,Corvette Stingray w/3LT,2021,12000,Gasoline,6.2L,,Blue,Black,Yes,99900.0
Ford,Bronco Outer Banks,2023,16500,Gasoline,2.3L,,Blue,Gray,No,54000.0
Toyota,Tacoma TRD Pro,2018,28800,Gasoline,3.5L,Manual,–,Black,No,42900.0
RAM,ProMaster 2500 High Roof,2019,88000,Gasoline,3.6L,,White,Black,Yes,39900.0
Ford,Shelby GT350 Base,2018,18515,Gasoline,5.2L,,White,Black,Yes,60867.0
Tesla,Model 3 Performance,2018,92813,,,,Red,Black,No,30499.0
Land,Rover Range Rover P530 SE LWB 7 Seat,2023,2100,Gasoline,4.4L,,Gray,Beige,No,172000.0
Volvo,XC60 T6 Inscription,2019,58600,Gasoline,2.0L,,White,White,Yes,29000.0
Lexus,LS 460 Crafted Line,2015,74500,Gasoline,4.6L,,White,Red,No,33900.0
Tesla,Model S 100D,2018,33500,,,,Gray,Black,No,51900.0
Cadillac,XT6 Premium Luxury AWD,2023,222,Gasoline,3.6L,,White,Black,No,69000.0
Chevrolet,Avalanche 1500 LTZ,2007,75124,E85 Flex Fuel,5.3L,,Red,Gray,No,16499.0
Chevrolet,Corvette Grand Sport,2013,15500,Gasoline,6.2L,,White,Blue,No,45000.0
Audi,Q8 55 Premium,2020,34300,Hybrid,3.0L,,Gray,Brown,No,52500.0
Honda,Odyssey Elite,2019,82000,Gasoline,3.5L,,Silver,Black,No,32471.0
Acura,TLX,2023,3389,Gasoline,,Automatic,Platinum White Pearl,Black,No,38598.0
Porsche,Cayenne GTS Coupe AWD,2023,10000,Gasoline,4.0L,,Gray,Black,No,145000.0
Cadillac,STS V6,2005,96000,Gasoline,3.6L,,Beige,Brown,Yes,4999.0
Dodge,Charger R/T,2021,7751,Gasoline,5.7L,,Black,Black,No,41950.0
Audi,RS 7 4.0T Performance Prestige,2017,66250,Gasoline,4.0L,,Gray,Gray,Yes,59200.0
Lexus,CT 200h Premium,2012,109000,Hybrid,1.8L,,White,Black,Yes,14945.0
Hyundai,Genesis Coupe 3.8 Base,2015,60000,Gasoline,3.8L,,Black,Black,No,17000.0
Tesla,Model S Performance,2020,14700,,,,Gray,Black,No,63000.0
Mercedes-Benz,E-Class E 350 4MATIC,2022,9006,Gasoline,2.0L,,Black,Black,No,56999.0
Toyota,GR86 Base,2022,13400,Gasoline,2.4L,,Silver,Black,No,33499.0
Porsche,Macan S,2020,28570,Gasoline,,Automatic,White,Black,No,55998.0
Dodge,Durango SRT,2018,78000,Gasoline,6.4L,,White,Black,Yes,44700.0
Lexus,LX 570 Base,2013,134000,Gasoline,5.7L,,Gray,Black,Yes,29995.0
Kia,Optima Hybrid EX,2013,104994,Hybrid,2.4L,,Black,Beige,No,9000.0
Bentley,Continental GT V8 S,2016,31500,Gasoline,4.0L,,Black,Beige,No,103900.0
Alfa,Romeo Giulia Base,2020,30000,Gasoline,2.0L,,Black,–,No,28900.0
Lexus,LX 600 F SPORT,2023,490,Gasoline,3.4L,,Black,Black,No,124999.0
Porsche,Taycan Turbo,2020,18000,,,,Silver,Black,No,105000.0
Toyota,Sequoia Limited,2017,67000,E85 Flex Fuel,5.7L,,Silver,Gray,No,37999.0
Kia,K5 EX,2021,8263,Gasoline,1.6L,,Gray,White,No,29000.0
RAM,1500 Big Horn,2021,35003,Gasoline,5.7L,Automatic,Bright White Clearcoat,Diesel Gray / Black,No,40999.0
Chevrolet,Corvette Base,2008,80000,Gasoline,6.2L,,Red,Beige,No,31000.0
Chevrolet,Corvette Stingray w/1LT,2022,6200,Gasoline,6.2L,,Brown,Black,No,99999.0
Jaguar,F-TYPE S,2014,74595,Gasoline,5.0L,,Green,Black,Yes,32450.0
Audi,A7 3.0T Prestige,2013,87066,Gasoline,3.0L,,Silver,Black,No,20999.0
Audi,Q8 3.0T Prestige,2019,38360,Gasoline,3.0L,Automatic,Orca Black Metallic,Black,No,49936.0
Kia,Telluride SX,2020,38000,Gasoline,3.8L,,Green,Beige,No,41999.0
Toyota,Camry Hybrid XLE,2018,69641,Hybrid,2.5L,,White,Black,Yes,23995.0
Toyota,GR86 Premium,2022,1275,Gasoline,2.4L,,Blue,Black,No,47999.0
BMW,M3 Base,2001,60000,Gasoline,3.2L,,Black,Gray,No,25000.0
Jeep,Wrangler Rubicon,2014,99450,Gasoline,3.6L,,Gray,Black,No,21000.0
Toyota,Tundra Hybrid Capstone,2023,200,Hybrid,3.4L,,Blue,White,No,82500.0
Porsche,Panamera 4 Edition,2016,68000,Gasoline,3.6L,,Gray,Black,Yes,32950.0
Lexus,GS 350 Base,2010,212000,Gasoline,3.5L,,Gray,Black,Yes,9450.0
GMC,Sierra 3500 Denali,2019,73091,Diesel,6.6L,,White,Black,Yes,58500.0
Kia,Niro Plug-In Hybrid EX,2023,9400,Plug-In Hybrid,1.6L,,Black,Black,No,31500.0
Porsche,Cayenne Base,2014,117697,Gasoline,3.6L,,Black,Black,Yes,16975.0
Mercedes-Benz,S-Class S 65 AMG,2015,95428,Gasoline,6.0L,,Silver,Silver,No,55000.0
Lexus,GX 460 Premium,2017,116300,Gasoline,4.6L,,Gray,Beige,No,31950.0
Acura,MDX Sport Hybrid 3.0L w/Technology Package,2019,56778,Hybrid,3.0L,,Black,Black,No,41899.0
Audi,Q5 S line Premium Plus,2023,5682,Hybrid,,Automatic,Chronos Gray,Gray,No,48698.0
BMW,530 i,2017,37000,Gasoline,2.0L,,Gray,Black,No,31000.0
Kia,Forte Koup EX,2015,103748,Gasoline,2.0L,,Gray,Gray,No,8500.0
Toyota,Sequoia Limited,2005,86000,Gasoline,4.7L,,Silver,–,No,22500.0
Land,Rover LR4 HSE,2013,125900,Gasoline,5.0L,,Black,Beige,No,21000.0
Nissan,Titan SV,2023,6200,Gasoline,5.6L,,Black,Gray,No,48000.0
Ford,F-250 Lariat,2019,85000,Diesel,6.7L,,Black,Black,Yes,52500.0
Mercedes-Benz,AMG GT AMG GT,2017,19324,Gasoline,4.0L,,Gray,Beige,No,75000.0
Cadillac,Escalade Platinum,2018,49273,Gasoline,6.2L,,Red,Black,No,54000.0
Tesla,Model 3 Standard Range Plus,2019,42094,,,,White,White,No,32000.0
BMW,M3 Base,2017,44000,Gasoline,3.0L,,Blue,Black,No,55000.0
Chevrolet,Cruze LT,2012,148377,Gasoline,1.4L,,Blue,Black,Yes,5500.0
Dodge,Challenger SRT8,2010,70000,Gasoline,6.1L,,Orange,Black,No,22000.0
Mercedes-Benz,Sprinter 2500,2016,143290,Diesel,2.1L,,White,Black,No,33490.0
Ford,F-350 Platinum,2019,69205,Diesel,6.7L,,White,Black,No,73500.0
Chevrolet,Tahoe LTZ,2015,123500,Gasoline,5.3L,,White,Brown,No,25650.0
Audi,Q7 3.0T Prestige,2018,70773,Gasoline,3.0L,,White,Black,No,30950.0
Jeep,Patriot Latitude,2015,109000,Gasoline,2.0L,,Gray,Gray,Yes,7599.0
INFINITI,QX70 Base,2014,71097,Gasoline,3.7L,,Black,Black,No,18995.0
BMW,X5 xDrive35i,2013,76309,Gasoline,3.0L,,Silver,Black,Yes,12000.0
Tesla,Model 3,2018,26609,,,Automatic,Gray,–,No,36998.0
Land,Rover Range Rover P400 SE LWB 7 Seat,2023,4126,Hybrid,3.0L,,Black,Beige,Yes,155000.0
Nissan,240SX Base,1996,160490,–,,,Gray,Black,No,15500.0
Cadillac,ATS 2.5L,2014,80400,Gasoline,2.5L,,Silver,Black,Yes,15000.0
Toyota,RAV4 Base,2010,123620,Gasoline,2.5L,,Black,Black,Yes,9900.0
Acura,TSX Technology,2011,187883,Gasoline,2.4L,,Red,Beige,No,5500.0
Mercedes-Benz,G-Class G 550 4MATIC,2020,45000,Gasoline,4.0L,,Black,Black,No,133000.0
Honda,Civic Sport,2022,25420,Gasoline,2.0L,,Red,Gray,No,24500.0
BMW,M3 Base,2011,129999,Gasoline,4.0L,,White,Black,No,29999.0
BMW,M3 Base,2008,41048,Gasoline,4.0L,,Gray,Beige,No,38490.0
Nissan,Cube 1.8 S,2010,72500,Gasoline,1.8L,,Brown,Black,No,6750.0
RAM,ProMaster 3500 Tradesman,2014,143390,Gasoline,3.6L,,White,–,No,13000.0
Acura,RDX Base,2018,68425,Gasoline,3.5L,,Gray,–,Yes,23500.0
Toyota,4Runner Limited,2018,95000,Gasoline,4.0L,,Silver,Brown,No,33000.0
RAM,1500 Limited,2019,29000,Gasoline,5.7L,,Gray,Black,Yes,49500.0
Chevrolet,Corvette Base,2003,145000,Gasoline,5.7L,,Blue,Black,No,22000.0
Land,Rover Defender 110 SE,2020,29700,Hybrid,3.0L,,Green,Black,Yes,68000.0
Jeep,Grand Cherokee Laredo,2011,98658,Gasoline,5.7L,,White,Gray,No,14995.0
Volvo,S80 T6,2009,97615,Gasoline,3.0L,,Black,Gray,No,10500.0
Porsche,Cayenne S,2014,36000,Gasoline,4.8L,,Black,Beige,No,37000.0
Mazda,CX-30 Select,2021,61874,Gasoline,2.5L,Automatic,Jet Black Mica,Black,No,22389.0
Chrysler,Town & Country Touring,2012,74582,E85 Flex Fuel,3.6L,,Black,–,No,8500.0
INFINITI,FX37 Base,2013,51500,Gasoline,3.7L,,Gray,Black,No,23900.0
Toyota,FJ Cruiser Base,2007,193827,Gasoline,4.0L,,Silver,Black,No,14950.0
Chevrolet,Silverado 1500 LT,2019,53433,Gasoline,5.3L,,Blue,Gray,No,36950.0
Mercedes-Benz,C-Class C 63 AMG,2012,103000,Gasoline,6.3L,,Silver,Black,Yes,40000.0
BMW,428 Gran Coupe i xDrive,2016,59000,Gasoline,2.0L,,Black,Brown,Yes,20999.0
Lexus,GX 460 Premium,2017,82000,Gasoline,4.6L,,Gray,Brown,No,32900.0
Porsche,Panamera Edition,2016,60000,Gasoline,3.6L,,Gray,Black,No,45000.0
Cadillac,Escalade ESV Platinum,2017,93971,Gasoline,6.2L,,White,Beige,No,47000.0
Lexus,IS 350 Base,2015,62600,Gasoline,3.5L,,Gray,Red,No,27500.0
Mercedes-Benz,E-Class E 350 4MATIC,2014,84450,Gasoline,3.5L,,Gray,Beige,No,19000.0
Audi,Q5 S line Premium,2022,18099,Hybrid,,Automatic,Daytona Gray,Gray,No,40798.0
Mercedes-Benz,E-Class E 350 4MATIC,2014,76500,Gasoline,3.5L,,Silver,Black,No,17999.0
Chevrolet,Camaro 1LT,2017,74000,Gasoline,2.0L,,Yellow,Black,No,19800.0
RAM,1500 Laramie,2022,15607,Gasoline,5.7L,Automatic,Billet Silver Metallic Clearcoat,Black,No,45999.0
Chevrolet,Silverado 1500 1LZ,2014,111095,E85 Flex Fuel,5.3L,,White,Black,Yes,26000.0
Toyota,Camry Solara SLE,2007,37216,Gasoline,3.3L,,Red,Beige,Yes,14995.0
Jaguar,F-TYPE S,2015,25786,Gasoline,3.0L,,Blue,Gray,No,38500.0
Jeep,Gladiator Sport,2021,15520,Gasoline,3.6L,Automatic,Sting Gray Clearcoat,Black,No,40459.0
RAM,1500 Big Horn,2021,49583,Gasoline,5.7L,Automatic,Billet Silver Metallic Clearcoat,Black,No,42816.0
Porsche,Cayenne Diesel,2015,97300,Diesel,3.0L,,Black,Black,No,29995.0
Chevrolet,Camaro Base,2002,89000,Gasoline,3.8L,,Silver,Black,No,10400.0
Porsche,Cayenne S,2015,52111,Gasoline,3.6L,,Black,Black,Yes,37500.0
Dodge,Challenger R/T Scat Pack,2019,75800,Gasoline,,Automatic,Gray,Black,No,35998.0
Lexus,ES 350 Base,2010,113500,Gasoline,3.5L,,Red,Beige,Yes,11000.0
Audi,Q3 2.0T Premium Plus,2015,155382,Gasoline,2.0L,,Brown,Gray,Yes,13500.0
Mercedes-Benz,E-Class E 550,2016,49643,Gasoline,4.7L,,White,Black,Yes,33995.0
BMW,650 i xDrive,2015,76474,Gasoline,4.4L,,White,Black,No,32000.0
Porsche,Cayman Base,2016,10431,Gasoline,2.7L,,Red,Black,No,50999.0
INFINITI,FX50 Base,2009,190120,Gasoline,5.0L,,Gray,Black,Yes,12500.0
Ford,F-150 XLT,2020,92000,Gasoline,3.5L,,Gray,Black,No,29999.0
Chevrolet,Camaro 2LT,2017,24000,Gasoline,3.6L,,Yellow,Black,No,32000.0
RAM,1500 Big Horn,2020,25396,Gasoline,5.7L,Automatic,Maximum Steel Metallic,Black,No,43250.0
Chevrolet,Silverado 2500 H/D,2001,167000,Gasoline,6.0L,,White,Gray,Yes,6500.0
RAM,1500 Laramie,2022,18645,Gasoline,5.7L,Automatic,Diamond Black,Black,No,49700.0
Porsche,911 Turbo,2018,28470,Gasoline,3.8L,,White,Black,Yes,147500.0
Ford,Mustang V6,2016,54000,Gasoline,3.7L,,White,Black,No,23999.0
Hyundai,Accent GL,2003,83000,Gasoline,1.6L,,Blue,Gray,No,2900.0
Audi,Q5 S line Premium Plus,2022,10071,Hybrid,,Automatic,Mythos Black Metallic,Black,No,40598.0
Ford,F-150 XLT,2021,43329,Gasoline,3.5L,Automatic,Carbonized Gray Metallic,Black,No,43642.0
Lexus,RC F Base,2015,51400,Gasoline,5.0L,,Silver,Gray,No,43000.0
Chevrolet,Suburban 1500 LT,2015,153800,E85 Flex Fuel,5.3L,,Silver,Black,Yes,23000.0
Land,Rover Range Rover Sport SVR Carbon Edition,2022,9000,Gasoline,5.0L,,Green,Gray,No,115000.0
Dodge,Viper SRT-10,2003,10800,Gasoline,8.3L,,Silver,Black,No,65499.0
RAM,1500 Laramie,2020,10458,Gasoline,5.7L,Automatic,Delmonico Red Pearlcoat,Black,No,48815.0
BMW,328 i,2014,84709,Gasoline,2.0L,,Silver,Gray,No,13800.0
Mercedes-Benz,AMG C 43 AMG C 43 4MATIC,2019,33500,Gasoline,3.0L,,Red,Black,No,45770.0
BMW,M4 Base,2015,98000,Gasoline,3.0L,,Black,Orange,No,32999.0
BMW,750 i,2008,94653,Gasoline,4.8L,,Green,Green,Yes,7300.0
Ford,Expedition Limited,2023,9281,Gasoline,3.5L,,Black,Black,No,85000.0
Chevrolet,Traverse Premier,2023,11806,Gasoline,3.6L,,White,Black,No,47000.0
Mercedes-Benz,E-Class D 2.5 Turbo,1993,70015,–,,,Gray,Gray,No,22500.0
Cadillac,Escalade Platinum,2020,48613,Gasoline,6.2L,,Black,Black,Yes,61500.0
RAM,3500 Tradesman,2023,2990,Diesel,6.7L,,White,Black,Yes,69900.0
Audi,TT 1.8L,2005,124747,Gasoline,1.8L,,Silver,Black,No,6900.0
RAM,1500 Big Horn,2021,24000,Hybrid,5.7L,,Silver,Black,No,42000.0
Mazda,CX-7 Sport,2009,113000,Gasoline,2.3L,,Gray,Black,No,5499.0
INFINITI,QX60 Base,2017,89106,Gasoline,3.5L,,White,Beige,No,18000.0
Ford,F-250 Platinum,2017,22000,E85 Flex Fuel,6.2L,,Beige,Black,Yes,53000.0
Jeep,Compass Limited,2022,20472,Gasoline,2.4L,Automatic,Red,Black,No,28298.0
INFINITI,QX80 SENSORY,2023,8600,Gasoline,5.6L,,Black,Brown,Yes,78990.0
Chevrolet,Silverado 1500 Limited LT Trail Boss,2022,4753,Gasoline,5.3L,,White,Black,No,57000.0
Hyundai,Genesis Coupe 2.0T,2010,65000,Gasoline,2.0L,,Gray,Black,Yes,8900.0
Chevrolet,Camaro 1SS,2021,15000,Gasoline,6.2L,,Blue,Gray,No,43500.0
Chevrolet,Tahoe Base,1997,229000,Diesel,6.5L,,Green,Beige,Yes,19500.0
Audi,A6 3.0 TDI Premium Plus,2014,42400,Diesel,3.0L,,Silver,Black,No,26500.0
Land,Rover Defender S,2023,15840,Gasoline,2.0L,,White,Black,No,69900.0
Porsche,Cayenne S,2016,76200,Gasoline,3.6L,,Gray,Beige,No,42000.0
Chevrolet,Suburban Premier,2019,105667,Gasoline,5.3L,,Black,Beige,No,39000.0
Chevrolet,Suburban Premier,2019,51338,Gasoline,5.3L,,White,Black,No,49900.0
Dodge,Dart SE,2016,76857,Gasoline,2.0L,,Black,Black,Yes,8100.0
Ford,F-250 Lariat,2019,80200,E85 Flex Fuel,6.2L,,White,Black,No,42500.0
Toyota,Sequoia SR5,2002,244200,Gasoline,4.7L,,White,–,Yes,3950.0
Ford,Mustang GT,2014,38560,Gasoline,5.0L,,Black,Black,Yes,28500.0
Chevrolet,Corvette Stingray w/2LT,2020,12500,Gasoline,6.2L,,Yellow,Black,No,84999.0
Hyundai,Genesis Coupe 3.8 Base,2016,45303,Gasoline,3.8L,,White,Black,No,20999.0
Ford,Focus ST Base,2014,110000,Gasoline,2.0L,,Silver,Gray,No,9495.0
Cadillac,CTS Luxury,2011,66200,Gasoline,3.0L,,Black,Black,No,16499.0
Subaru,Baja Base,2003,71000,Gasoline,2.5L,,Red,Black,No,14900.0
Toyota,Highlander XLE,2019,81301,Gasoline,3.5L,Automatic,Black,Black,No,30275.0
Chevrolet,Corvette Stingray Z51,2019,7033,Gasoline,6.2L,,White,Black,No,63900.0
Dodge,Durango SRT,2020,36000,Gasoline,6.4L,,Gray,Red,No,62000.0
Acura,TSX 2.4,2010,116000,Gasoline,2.4L,,Silver,Black,Yes,9000.0
Chevrolet,Camaro 2SS,2018,42780,Gasoline,6.2L,,Black,Black,Yes,41100.0
BMW,640 Gran Coupe i,2014,39886,Gasoline,3.0L,,Black,Red,Yes,26000.0
Audi,S5 3.0T Premium Plus,2014,151400,Gasoline,3.0L,,Gray,Black,No,15400.0
Alfa,Romeo Giulia Base,2017,48000,Gasoline,2.0L,,Red,Black,No,20500.0
Toyota,Highlander XLE,2023,8727,Gasoline,2.4L,Automatic,Ruby Flare Pearl,Black,No,44596.0
Rolls-Royce,Ghost Base,2011,79000,Gasoline,6.6L,,Black,White,Yes,80300.0
Dodge,Challenger R/T,2020,54000,Gasoline,5.7L,,Gray,Black,No,34000.0
Porsche,Cayenne Base,2016,110000,Gasoline,3.6L,,White,White,Yes,25900.0
Chevrolet,Bolt EV LT,2020,49688,,,,Blue,Gray,No,24900.0
Mercedes-Benz,Metris Base,2020,14000,Gasoline,2.0L,,Black,Beige,No,48000.0
Dodge,Charger SRT Hellcat Widebody,2023,5000,Gasoline,6.2L,,Gray,Black,No,110000.0
Chevrolet,Silverado 1500 ZR2,2022,11597,Gasoline,6.2L,Automatic,Silver Ice Metallic,Jet Black,No,68590.0
Mercedes-Benz,AMG S 63 Base 4MATIC,2017,86101,Gasoline,5.5L,,Gray,Red,Yes,72777.0
Chevrolet,Silverado 1500 LT,2017,58816,Gasoline,5.3L,Automatic,Black,Jet Black,No,36590.0
Lexus,RC 350 Base,2016,77856,Gasoline,3.5L,Automatic,Atomic Silver,Black,No,30919.0
Lamborghini,Urus Base,2021,20069,Gasoline,4.0L,Automatic,Rosso Mars Metallic,Nero Ade,No,229900.0
GMC,Acadia SLE-1,2015,115282,Gasoline,3.6L,Automatic,Crimson Red Tintcoat,Ebony,Yes,12433.0
Porsche,911 GT3,2016,30700,Gasoline,3.8L,,White,Black,No,138999.0
MINI,Cooper Base,2003,103726,Gasoline,1.6L,,Red,Gray,Yes,5995.0
Mazda,MX-5 Miata Sport,2008,39800,Gasoline,2.0L,,Blue,Black,No,13250.0
Toyota,4Runner TRD Off Road,2019,79500,Gasoline,4.0L,,White,Black,No,33333.0
Toyota,Highlander Limited,2008,165520,Gasoline,3.5L,,Gray,Gray,Yes,9000.0
BMW,650 Gran Coupe i,2014,92000,Gasoline,4.4L,,Black,Black,Yes,24000.0
Hyundai,Palisade Calligraphy,2023,1500,Gasoline,3.8L,,Green,Black,No,55000.0
Pontiac,Solstice GXP,2008,38100,Gasoline,2.0L,,Orange,Black,No,19950.0
Land,Rover Range Rover Evoque SE Premium,2018,42125,Gasoline,2.0L,,White,Black,No,38999.0
Porsche,Cayenne Diesel,2014,86818,Diesel,3.0L,,Silver,Black,No,33500.0
BMW,M3 Competition xDrive,2023,3490,Gasoline,3.0L,,Gray,Black,No,95580.0
Toyota,Avalon Limited,2008,111300,Gasoline,3.5L,,Gold,Beige,No,7900.0
BMW,M3 Base,2011,98200,Gasoline,4.0L,,White,Black,No,27000.0
Porsche,Panamera Base,2018,42500,Gasoline,3.0L,,Black,Beige,Yes,53999.0
Jeep,Wrangler Sport,2001,171000,Gasoline,4.0L,,White,Black,Yes,15000.0
Honda,Passport TrailSport,2023,11649,Gasoline,3.5L,,Black,Black,Yes,39999.0
Mercedes-Benz,SL-Class SL 550,2013,24933,Gasoline,4.6L,,Silver,Red,Yes,40250.0
Audi,RS 4 Base,2007,99769,Gasoline,4.2L,,Gray,White,No,29995.0
Toyota,Avalon Limited,2022,16156,Gasoline,3.5L,Automatic,Blueprint,Graphite,No,39390.0
Mercedes-Benz,E-Class E 350 4MATIC,2008,67250,Gasoline,3.5L,,White,Beige,No,11900.0
GMC,Yukon Denali,2021,30022,Gasoline,6.2L,,Blue,Black,Yes,74500.0
Porsche,Panamera 4S,2017,42596,Gasoline,2.9L,,Black,Black,No,78000.0
Ford,Explorer XLT,2021,33705,Gasoline,2.3L,Automatic,White,Light Slate,Yes,36995.0
Land,Rover LR4 HSE LUX Landmark Edition,2016,63300,Gasoline,3.0L,,White,Brown,No,31000.0
Acura,TLX Type S w/Performance Tire,2023,4700,Gasoline,3.0L,,Red,Black,No,52000.0
Toyota,Tacoma Base,2020,27256,Gasoline,,,Midnight Black Metallic,Black/Gun Metal,No,42998.0
Hummer,H3 Base,2010,107481,Gasoline,3.7L,,White,Black,No,13500.0
Tesla,Model 3 Long Range,2018,61700,,,,White,Black,No,25900.0
Volvo,850 Turbo,1995,94000,–,,,White,Black,No,4500.0
Jeep,Wrangler Unlimited Sahara,2017,128000,Gasoline,3.6L,,Gray,Black,No,26800.0
Chevrolet,Camaro 2SS,2018,26000,Gasoline,6.2L,,White,Black,No,39000.0
Audi,S6 4.0T,2015,74000,Gasoline,4.0L,,Blue,Gray,No,29950.0
Audi,TT RS Base,2012,54900,Gasoline,2.5L,,White,Brown,Yes,28900.0
INFINITI,QX56 Base,2012,141775,Gasoline,5.6L,,White,Beige,No,11500.0
Volkswagen,New Beetle GLS,2001,63250,Gasoline,2.0L,,Yellow,Yellow,No,12000.0
Audi,Q5 S line Premium Plus,2022,13895,Hybrid,,Automatic,Daytona Gray,Black,No,44998.0
Lamborghini,Aventador LP750-4 Superveloce,2017,10654,Gasoline,6.5L,Automatic,Balloon White,Nero Ade,No,449991.0
Ford,F-250 XL,2014,35900,E85 Flex Fuel,6.2L,,Blue,Gray,Yes,27900.0
GMC,Yukon XL Denali,2022,48306,Gasoline,6.2L,Automatic,Summit White,Jet Black,Yes,71999.0
Audi,A4 2.0T Premium,2012,125000,Gasoline,2.0L,,Black,Black,No,10500.0
Dodge,Challenger SRT 392,2016,37700,–,,,Black,Black,Yes,38000.0
Tesla,Model S P100D,2017,103000,,,,Black,White,No,36000.0
Mazda,CX-30 Premium Package,2021,45303,Gasoline,2.5L,Automatic,Snowflake White Pearl,White / Brown,No,25382.0
Lexus,ES 350 Base,2016,53900,Gasoline,3.5L,,Red,Beige,No,27500.0
Jeep,Wrangler Sahara,2008,54000,Gasoline,3.8L,,Green,Gray,No,20000.0
Chevrolet,Avalanche 1500 LTZ,2007,129000,Gasoline,6.0L,,White,Beige,No,17950.0
Jeep,Grand Cherokee L Laredo,2022,10232,Gasoline,3.6L,Automatic,Diamond Black,Global Black,No,44646.0
Acura,MDX w/Advance Package,2023,3708,Gasoline,,Automatic,White,Espresso,No,58998.0
Nissan,Pathfinder SL,2018,167000,Gasoline,3.5L,,Black,Beige,Yes,14500.0
Tesla,Model X Long Range,2019,37000,,,,Gray,Black,No,58000.0
Subaru,Impreza Premium,2022,10419,Gasoline,,,Crystal White Pearl,Black,Yes,24998.0
Audi,A8 4.0T,2014,96238,Gasoline,4.0L,,Black,Black,Yes,22500.0
Subaru,Ascent Limited 7-Passenger,2022,12700,Gasoline,2.4L,,White,Beige,No,38500.0
Chevrolet,Avalanche 1500 LT,2007,244000,E85 Flex Fuel,5.3L,,Gray,Gray,No,16900.0
Porsche,Cayenne S,2015,124000,Gasoline,3.6L,,White,Beige,No,25000.0
BMW,335 i,2009,123000,Gasoline,3.0L,,Purple,Black,No,15000.0
GMC,Sierra 1500 Limited Elevation,2022,24900,Gasoline,2.7L,,Black,Black,No,49900.0
Ford,Explorer Sport,2016,95500,Gasoline,3.5L,,Black,Black,No,20000.0
Cadillac,Escalade ESV Sport,2021,4283,Gasoline,6.2L,Automatic,Black,Brandy,No,479995.0
Lexus,LX 570 Three-Row,2021,48300,Gasoline,5.7L,,White,Red,No,82000.0
BMW,M3 Base,2008,94000,Gasoline,4.0L,,Gray,Red,No,25999.0
Nissan,Xterra Pro-4X,2011,183000,Gasoline,4.0L,,Black,Gray,Yes,12000.0
Ford,Fusion Hybrid SE Hybrid,2013,126225,Hybrid,2.0L,,Silver,Black,Yes,11500.0
Volkswagen,Golf GTI 2.0T SE 4-Door,2016,87892,Gasoline,2.0L,,Gray,Black,No,16000.0
Cadillac,CTS-V Base,2012,45000,Gasoline,6.2L,,Red,Black,No,41500.0
Aston,Martin Vantage Base,2022,1023,Gasoline,4.0L,,Blue,Brown,No,156900.0
Lexus,GX 460 Base,2015,106000,Gasoline,4.6L,,Black,Beige,No,37500.0
GMC,Acadia SLT-1,2019,51300,Gasoline,2.5L,,Black,Black,Yes,25500.0
Ford,Bronco Sport Big Bend,2021,30176,Gasoline,1.5L,Automatic,Black,Medium Dark Slate,No,28979.0
Nissan,Titan SV,2021,27598,Gasoline,5.6L,Automatic,Black,Black,No,39884.0
Volkswagen,Jetta SportWagen SE,2012,107000,Gasoline,2.5L,,Black,Beige,No,9499.0
Land,Rover Range Rover 5.0L V8 Supercharged,2019,17500,Gasoline,5.0L,,Black,Black,No,65000.0
RAM,2500 Laramie,2017,117878,Diesel,6.7L,,Red,Black,No,42000.0
Nissan,Murano SL,2010,138700,Gasoline,3.5L,,Gray,Black,Yes,7000.0
Cadillac,Escalade ESV Base,2009,152068,E85 Flex Fuel,6.2L,,White,Black,Yes,12350.0
BMW,428 i xDrive SULEV,2016,77000,Gasoline,2.0L,,White,Red,Yes,26999.0
Ford,Focus RS Base,2017,26000,Gasoline,2.3L,,Gray,Black,No,37000.0
Lexus,CT 200h Premium,2014,131200,Hybrid,1.8L,,Brown,Brown,No,14000.0
Buick,Enclave Leather,2017,83280,Gasoline,3.6L,Automatic,Quicksilver Metallic,Ebony,No,20599.0
